Labels,KONGBAI,
723.300,-4.02005463E+1,
723.600,-5.09975777E+1,
723.900,-1.22594315E+2,
724.200,-1.33486832E+2,
724.500,-5.15206528E+1,
724.800,-3.12262173E+1,
725.100,-1.15123909E+2,
725.400,-9.46896896E+1,
725.700,-4.24034500E+1,
726.00,-6.37159729E+1,
726.300,-3.19883766E+1,
726.600,-3.20336037E+1,
726.900,7.53633804E+1,
727.200,-7.57353516E+1,
727.500,-1.09521774E+2,
727.800,-5.51802063E+1,
728.100,-1.11118973E+2,
728.400,-1.44523972E+2,
728.700,-8.95195618E+1,
729.00,-7.82863617E+1,
729.300,-5.64504814E+1,
729.600,-9.14349594E+1,
729.900,-1.02718704E+2,
730.200,-1.14818741E+2,
730.500,2.32852383E+1,
730.800,-1.16390133E+1,
731.100,-1.52239975E+2,
731.400,-1.17952261E+1,
731.700,-1.66636566E+2,
732.00,-7.17635422E+1,
732.300,-2.38659725E+1,
732.600,-1.20692284E+2,
732.900,-1.09638374E+2,
733.200,-1.09748009E+2,
733.500,-2.46347561E+1,
733.800,-3.69968758E+1,
734.100,-1.85854034E+2,
734.400,0.00000000E+0,
734.700,3.77342377E+1,
735.00,-1.64887665E+2,
735.300,1.27476702E+1,
735.600,0.00000000E+0,
735.900,-1.67754593E+2,
736.200,-5.19592133E+1,
736.500,0.00000000E+0,
736.800,0.00000000E+0,
737.100,-6.64005280E+1,
737.400,-2.27029526E+2,
737.700,-1.46939636E+2,
738.00,-5.40007401E+1,
738.300,-1.08567398E+2,
738.600,-1.36695442E+1,
738.900,-1.37344070E+2,
739.200,-1.24317154E+2,
739.500,-9.75495605E+1,
739.800,-1.53905029E+2,
740.100,-1.68137207E+2,
740.400,-9.89919205E+1,
740.700,-9.96672668E+1,
741.00,2.85230503E+1,
741.300,-2.88069439E+1,
741.600,-8.70599823E+1,
741.900,-8.75660324E+1,
742.200,-1.61259079E+2,
742.500,-4.41463318E+1,
742.800,-2.08706223E+2,
743.100,-1.64405319E+2,
743.400,-1.50095947E+2,
743.700,-1.66373657E+2,
744.00,-1.52324997E+2,
744.300,-4.59812164E+1,
744.600,-6.19199448E+1,
744.900,-1.08785019E+2,
745.200,-1.25568382E+2,
745.500,-4.72451973E+1,
745.800,-1.10972908E+2,
746.100,-6.38307152E+1,
746.400,-1.60145130E+1,
746.700,-2.09607574E+2,
747.00,-3.27642593E+1,
747.300,-6.57152786E+1,
747.600,-1.81351288E+2,
747.900,-8.29639282E+1,
748.200,-2.00065552E+2,
748.500,-1.00002335E+2,
748.800,-2.36925613E+2,
749.100,-1.35592072E+2,
749.400,-2.22893097E+2,
749.700,-1.55225327E+2,
750.00,-1.73052780E+2,
750.300,-1.73957932E+2,
750.600,-2.09762665E+2,
750.900,1.76016579E+1,
751.200,-2.30890869E+2,
751.500,1.24835838E+2,
751.800,-5.37815018E+1,
752.100,-1.99559708E+2,
752.400,-1.27988434E+2,
752.700,-2.02141312E+2,
753.00,-9.24009628E+1,
753.300,-1.29950516E+2,
753.600,-2.43233795E+2,
753.900,-1.50516815E+2,
754.200,-3.79506378E+1,
754.500,-1.71444794E+2,
754.800,-1.53939423E+2,
755.100,-2.31482101E+2,
755.400,-2.51721436E+2,
755.700,-5.87958412E+1,
756.00,2.16140396E+2,
756.300,-1.59404999E+2,
756.600,-1.79611816E+2,
756.900,-8.04100571E+1,
757.200,-1.00780167E+2,
757.500,-2.24136902E+2,
757.800,-1.22537766E+2,
758.100,-2.68130524E+2,
758.400,-2.50221954E+2,
758.700,-1.47163254E+2,
759.00,-6.31903725E+1,
759.300,-4.26182899E+1,
759.600,-4.27537994E+1,
759.900,-1.51170990E+2,
760.200,4.34275589E+1,
760.500,-2.18116028E+2,
760.800,-3.93414093E+2,
761.100,-2.65281891E+2,
761.400,-2.90406281E+2,
761.700,-2.23570511E+2,
762.00,-1.57722519E+2,
762.300,-3.85990417E+2,
762.600,-1.82795227E+2,
762.900,-1.83240845E+2,
763.200,-2.30580338E+2,
763.500,-9.32407913E+1,
763.800,-2.35100739E+2,
764.100,-2.35901352E+2,
764.400,-2.61654419E+2,
764.700,-2.40203133E+1,
765.00,-9.65185318E+1,
765.300,-1.45358582E+2,
765.600,-2.43593536E+2,
765.900,9.77887268E+1,
766.200,-2.46900787E+2,
766.500,-1.49478210E+2,
766.800,-2.25674194E+2,
767.100,-1.00789322E+2,
767.400,-3.55379639E+2,
767.700,-2.04254166E+2,
768.00,-2.55651840E+2,
768.300,-1.81045441E+2,
768.600,-1.04140060E+2,
768.900,-5.24056702E+1,
769.200,-2.36617767E+2,
769.500,-7.96101990E+1,
769.800,-1.06604111E+2,
770.100,-1.61401276E+2,
770.400,-1.88747986E+2,
770.700,-1.63469193E+2,
771.00,-3.56121002E+2,
771.300,1.10232544E+2,
771.600,-3.03920166E+2,
771.900,-2.79654877E+2,
772.200,-2.53274582E+2,
772.500,-2.83483429E+2,
772.800,-1.71572433E+2,
773.100,-3.99893982E+2,
773.400,-2.58301788E+2,
773.700,-2.02789368E+2,
774.00,-2.04148697E+2,
774.300,-2.64344299E+2,
774.600,-2.95960663E+2,
774.900,-2.98296967E+2,
775.200,-4.20870758E+2,
775.500,-3.01832104E+1,
775.800,-2.12331085E+2,
776.100,-3.05534729E+2,
776.400,-4.00672424E+2,
776.700,-3.73580627E+2,
777.00,-3.74765717E+2,
777.300,-6.28007355E+1,
777.600,-1.26530991E+2,
777.900,-1.90018295E+2,
778.200,-4.16285156E+2,
778.500,0.00000000E+0,
778.800,-1.62423325E+2,
779.100,3.26402359E+1,
779.400,-3.29271790E+2,
779.700,-2.99704559E+2,
780.00,-2.66133331E+2,
780.300,-4.02906616E+2,
780.600,-2.35206573E+2,
780.900,-3.74595215E+2,
781.200,-3.75905670E+2,
781.500,-3.78371796E+2,
781.800,-5.53555420E+2,
782.100,-4.18254303E+2,
782.400,-2.10620117E+2,
782.700,-3.18010132E+2,
783.00,-1.41810577E+2,
783.300,-3.58553406E+2,
783.600,-3.60874290E+1,
783.900,-4.71411041E+2,
784.200,-2.18797256E+2,
784.500,-2.19520370E+2,
784.800,-3.70200439E+2,
785.100,-4.48255402E+2,
785.400,-3.35330505E+2,
785.700,0.00000000E+0,
786.00,-6.44622437E+2,
786.300,-2.29219833E+2,
786.600,-5.37278931E+2,
786.900,-5.03492096E+2,
787.200,-4.27722626E+2,
787.500,-3.92246819E+1,
787.800,-6.29129456E+2,
788.100,-6.32907654E+2,
788.400,-3.18062347E+2,
788.700,-1.20597435E+2,
789.00,4.04374771E+1,
789.300,-6.52230713E+2,
789.600,-3.26663849E+2,
789.900,-4.11366058E+2,
790.200,0.00000000E+0,
790.500,-5.43116760E+2,
790.800,-3.35576782E+2,
791.100,-1.26567871E+2,
791.400,-6.82337952E+2,
791.700,-3.44055359E+2,
792.00,-2.59198578E+2,
792.300,-3.46440063E+2,
792.600,3.48092346E+2,
792.900,-1.75495300E+2,
793.200,-4.41078552E+2,
793.500,-5.79898071E+2,
793.800,-1.78828369E+2,
794.100,-1.79268738E+2,
794.400,-2.25167664E+2,
794.700,-4.98529938E+2,
795.00,-2.73819122E+2,
795.300,-1.84024017E+2,
795.600,-6.02925781E+2,
795.900,-2.79964478E+2,
796.200,-4.21953461E+2,
796.500,-3.78098450E+2,
796.800,-3.32880493E+2,
797.100,-4.78592072E+2,
797.400,-5.26088806E+2,
797.700,-5.32842407E+2,
798.00,-2.92191010E+2,
798.300,-4.39499084E+2,
798.600,-4.90019501E+2,
798.900,-1.48838867E+2,
799.200,-5.01337219E+2,
799.500,-5.03889961E+1,
799.800,-3.52916656E+2,
800.100,-7.09740601E+2,
800.400,-4.60175171E+2,
800.700,-2.06077866E+2,
801.00,-2.60190186E+2,
801.300,-5.73460022E+2,
801.600,-3.13377747E+2,
801.900,-9.00836243E+2,
802.200,-3.71087158E+2,
802.500,-3.21693634E+2,
802.800,-6.96781860E+2,
803.100,-7.59188538E+2,
803.400,-4.90747253E+2,
803.700,-2.18333466E+2,
804.00,-4.41063019E+2,
804.300,-2.21353882E+2,
804.600,-5.02794678E+2,
804.900,-5.04187347E+2,
805.200,-6.77512817E+2,
805.500,-7.37944336E+2,
805.800,-7.42584106E+2,
806.100,-1.15374504E+2,
806.400,-6.34755798E+2,
806.700,-5.23380920E+2,
807.00,-2.34256622E+2,
807.300,-3.53371429E+2,
807.600,-4.72489471E+2,
807.900,-7.13089600E+2,
808.200,-2.38714661E+2,
808.500,-4.80684265E+2,
808.800,-1.21363754E+2,
809.100,-7.93025940E+2,
809.400,-4.29549500E+2,
809.700,-6.16655045E+1,
810.00,-3.09791595E+2,
810.300,-5.60841187E+2,
810.600,-1.06971289E+3,
810.900,-3.17220245E+2,
811.200,-6.41403564E+2,
811.500,6.43309402E+1,
811.800,-9.06424561E+2,
812.100,-8.53606506E+2,
812.400,-9.87925842E+2,
812.700,-7.31637207E+2,
813.00,-5.33994568E+2,
813.300,-1.00558246E+3,
813.600,-3.40041504E+2,
813.900,-4.09977386E+2,
814.200,-6.21603088E+2,
814.500,-2.08522232E+2,
814.800,-3.52112061E+2,
815.100,-9.92670959E+2,
815.400,-3.56576385E+2,
815.700,-7.22167664E+2,
816.00,-4.37527496E+2,
816.300,-4.40494080E+2,
816.600,-8.13442932E+2,
816.900,-3.73841339E+2,
817.200,-1.28021655E+3,
817.500,-1.29636255E+3,
817.800,-9.20267212E+2,
818.100,-6.19806274E+2,
818.400,-1.09918005E+3,
818.700,-1.10873718E+3,
819.00,-7.22676697E+2,
819.300,-9.67250244E+2,
819.600,-8.15388611E+2,
819.900,0.00000000E+0,
820.200,-1.25008704E+3,
820.500,-1.43157324E+3,
820.800,-1.19225830E+3,
821.100,-6.03128296E+2,
821.400,-5.22190674E+2,
821.700,-1.14646448E+3,
822.00,-1.07075513E+3,
822.300,-1.81030746E+2,
822.600,-1.36873572E+3,
822.900,-1.20419958E+3,
823.200,-5.62567627E+2,
823.500,-9.56540649E+2,
823.800,-1.45340283E+3,
824.100,-1.17128906E+3,
824.400,-9.94046814E+2,
824.700,-1.10995996E+3,
825.00,-1.33078967E+3,
825.300,-9.37631592E+2,
825.600,-3.15708984E+2,
825.900,-1.28871362E+3,
826.200,-5.46772461E+2,
826.500,-1.32923462E+3,
826.800,-1.00989185E+3,
827.100,-1.82964526E+3,
827.400,-2.33700607E+2,
827.700,-1.18300037E+3,
828.00,-1.45412097E+3,
828.300,-8.58822754E+2,
828.600,-1.24906360E+3,
828.900,-2.54744736E+2,
829.200,-1.17279224E+3,
829.500,-1.72195740E+3,
829.800,-1.89714404E+3,
830.100,-1.66353027E+3,
